"soimoistdept_l"|"soimoistdept_r"|"soimoistdept_h"|"soimoistdepb_l"|"soimoistdepb_r"|"soimoistdepb_h"|"soimoiststat"|"comonthkey"|"cosoilmoistkey"
0|0|0|15|31|33|"Moist"|253289254|160368856
76|104|127|203|203|203|"Moist"|253289254|160368857
15|31|33|46|53|91|"Moist"|253289254|160368859
61|74|100|76|104|127|"Moist"|253289254|160368860
46|53|91|61|74|100|"Wet"|253289254|160368858
76|104|127|203|203|203|"Moist"|253289256|160368869
61|74|100|76|104|127|"Moist"|253289256|160368870
0|0|0|15|31|33|"Moist"|253289256|160368866
15|31|33|46|53|91|"Moist"|253289256|160368867
46|53|91|61|74|100|"Wet"|253289256|160368868
76|104|127|203|203|203|"Moist"|253289255|160368861
0|0|0|15|31|33|"Moist"|253289255|160368862
15|31|33|46|53|91|"Moist"|253289255|160368863
61|74|100|76|104|127|"Moist"|253289255|160368865
46|53|91|61|74|100|"Wet"|253289255|160368864
0|0|0|15|31|33|"Moist"|253289258|160368876
15|31|33|46|53|91|"Moist"|253289258|160368877
46|53|91|61|74|100|"Moist"|253289258|160368878
76|104|127|203|203|203|"Moist"|253289258|160368879
61|74|100|76|104|127|"Moist"|253289258|160368880
76|104|127|203|203|203|"Moist"|253289257|160368871
61|74|100|76|104|127|"Moist"|253289257|160368872
0|0|0|15|31|33|"Moist"|253289257|160368873
15|31|33|46|53|91|"Moist"|253289257|160368874
46|53|91|61|74|100|"Moist"|253289257|160368875
61|74|100|76|104|127|"Moist"|253289260|160368890
76|104|127|203|203|203|"Moist"|253289260|160368889
46|53|91|61|74|100|"Moist"|253289260|160368888
15|31|33|46|53|91|"Moist"|253289260|160368887
0|0|0|15|31|33|"Moist"|253289260|160368886
76|104|127|203|203|203|"Moist"|253289259|160368881
0|0|0|15|31|33|"Moist"|253289259|160368882
15|31|33|46|53|91|"Moist"|253289259|160368883
46|53|91|61|74|100|"Moist"|253289259|160368884
61|74|100|76|104|127|"Moist"|253289259|160368885
0|0|0|15|31|33|"Moist"|253289262|160368896
15|31|33|46|53|91|"Moist"|253289262|160368897
46|53|91|61|74|100|"Moist"|253289262|160368898
76|104|127|203|203|203|"Moist"|253289262|160368899
61|74|100|76|104|127|"Moist"|253289262|160368900
76|104|127|203|203|203|"Moist"|253289261|160368891
0|0|0|15|31|33|"Moist"|253289261|160368892
15|31|33|46|53|91|"Moist"|253289261|160368893
46|53|91|61|74|100|"Moist"|253289261|160368894
61|74|100|76|104|127|"Moist"|253289261|160368895
0|0|0|15|31|33|"Moist"|253289264|160368906
15|31|33|46|53|91|"Moist"|253289264|160368907
46|53|91|61|74|100|"Moist"|253289264|160368908
76|104|127|203|203|203|"Moist"|253289264|160368909
61|74|100|76|104|127|"Moist"|253289264|160368910
76|104|127|203|203|203|"Moist"|253289263|160368901
0|0|0|15|31|33|"Moist"|253289263|160368902
15|31|33|46|53|91|"Moist"|253289263|160368903
46|53|91|61|74|100|"Moist"|253289263|160368904
61|74|100|76|104|127|"Moist"|253289263|160368905
76|104|127|203|203|203|"Moist"|253289265|160368911
61|74|100|76|104|127|"Moist"|253289265|160368912
0|0|0|15|31|33|"Moist"|253289265|160368913
15|31|33|46|53|91|"Moist"|253289265|160368914
46|53|91|61|74|100|"Moist"|253289265|160368915
0|0|0|46|69|91|"Moist"|253292492|160371036
61|84|107|183|183|183|"Moist"|253292492|160371037
46|69|91|61|84|107|"Wet"|253292492|160371038
61|84|107|183|183|183|"Moist"|253292484|160371030
0|0|0|46|69|91|"Moist"|253292484|160371031
46|69|91|61|84|107|"Wet"|253292484|160371032
61|84|107|183|183|183|"Moist"|253292488|160371033
0|0|0|46|69|91|"Moist"|253292488|160371034
46|69|91|61|84|107|"Wet"|253292488|160371035
0|0|0|61|99|99|"Moist"|253294606|160372919
107|135|135|165|203|203|"Moist"|253294606|160372921
61|99|99|107|135|135|"Wet"|253294606|160372920
107|135|135|165|203|203|"Moist"|253294607|160372922
0|0|0|61|99|99|"Moist"|253294607|160372923
61|99|99|107|135|135|"Wet"|253294607|160372924
107|135|135|165|203|203|"Moist"|253294609|160372928
0|0|0|61|99|99|"Moist"|253294609|160372929
61|99|99|107|135|135|"Wet"|253294609|160372930
107|135|135|165|203|203|"Moist"|253294608|160372925
0|0|0|61|99|99|"Moist"|253294608|160372926
61|99|99|107|135|135|"Wet"|253294608|160372927
107|135|135|165|203|203|"Moist"|253294610|160372931
0|0|0|61|99|99|"Moist"|253294610|160372932
61|99|99|107|135|135|"Moist"|253294610|160372933
107|135|135|165|203|203|"Moist"|253294611|160372934
0|0|0|61|99|99|"Moist"|253294611|160372935
61|99|99|107|135|135|"Moist"|253294611|160372936
107|135|135|165|203|203|"Moist"|253294612|160372937
0|0|0|61|99|99|"Moist"|253294612|160372938
61|99|99|107|135|135|"Moist"|253294612|160372939
107|135|135|165|203|203|"Moist"|253294613|160372940
0|0|0|61|99|99|"Moist"|253294613|160372941
61|99|99|107|135|135|"Moist"|253294613|160372942
61|99|99|107|135|135|"Moist"|253294614|160372945
0|0|0|61|99|99|"Moist"|253294614|160372944
107|135|135|165|203|203|"Moist"|253294614|160372943
107|135|135|165|203|203|"Moist"|253294615|160372946
0|0|0|61|99|99|"Moist"|253294615|160372947
61|99|99|107|135|135|"Moist"|253294615|160372948
107|135|135|165|203|203|"Moist"|253294616|160372949
0|0|0|61|99|99|"Moist"|253294616|160372950
61|99|99|107|135|135|"Moist"|253294616|160372951
107|135|135|165|203|203|"Moist"|253294617|160372952
0|0|0|61|99|99|"Moist"|253294617|160372953
61|99|99|107|135|135|"Wet"|253294617|160372954
0|0|0|56|56|76|"Moist"|253295038|160373231
56|56|76|203|203|203|"Wet"|253295038|160373232
0|0|0|56|56|76|"Moist"|253295049|160373253
56|56|76|203|203|203|"Wet"|253295049|160373254
0|0|0|56|56|76|"Moist"|253295045|160373245
56|56|76|203|203|203|"Wet"|253295045|160373246
0|0|0|56|56|76|"Moist"|253295046|160373247
56|56|76|203|203|203|"Wet"|253295046|160373248
0|0|0|56|56|76|"Moist"|253295040|160373235
56|56|76|203|203|203|"Moist"|253295040|160373236
0|0|0|56|56|76|"Moist"|253295039|160373233
56|56|76|203|203|203|"Moist"|253295039|160373234
0|0|0|56|56|76|"Moist"|253295044|160373243
56|56|76|203|203|203|"Moist"|253295044|160373244
56|56|76|203|203|203|"Moist"|253295047|160373250
0|0|0|56|56|76|"Moist"|253295047|160373249
56|56|76|203|203|203|"Moist"|253295043|160373241
0|0|0|56|56|76|"Moist"|253295043|160373242
0|0|0|56|56|76|"Moist"|253295042|160373239
56|56|76|203|203|203|"Moist"|253295042|160373240
0|0|0|56|56|76|"Moist"|253295041|160373237
56|56|76|203|203|203|"Moist"|253295041|160373238
0|0|0|56|56|76|"Moist"|253295048|160373251
56|56|76|203|203|203|"Wet"|253295048|160373252
5|13|15|51|56|97|"Moist"|253294188|160372489
107|117|147|203|203|203|"Moist"|253294188|160372490
0|0|0|5|13|15|"Moist"|253294188|160372491
51|56|97|107|117|147|"Moist"|253294188|160372492
107|117|147|203|203|203|"Moist"|253294187|160372485
0|0|0|5|13|15|"Moist"|253294187|160372486
5|13|15|51|56|97|"Moist"|253294187|160372487
51|56|97|107|117|147|"Moist"|253294187|160372488
0|0|0|5|13|15|"Moist"|253294190|160372497
5|13|15|51|56|97|"Moist"|253294190|160372498
51|56|97|107|117|147|"Moist"|253294190|160372499
107|117|147|203|203|203|"Moist"|253294190|160372500
0|0|0|5|13|15|"Moist"|253294191|160372501
51|56|97|107|117|147|"Moist"|253294191|160372502
107|117|147|203|203|203|"Moist"|253294191|160372503
5|13|15|51|56|97|"Moist"|253294191|160372504
5|13|15|51|56|97|"Moist"|253294195|160372517
107|117|147|203|203|203|"Moist"|253294195|160372518
0|0|0|5|13|15|"Moist"|253294195|160372519
51|56|97|107|117|147|"Moist"|253294195|160372520
0|0|0|5|13|15|"Moist"|253294194|160372513
5|13|15|51|56|97|"Moist"|253294194|160372514
51|56|97|107|117|147|"Moist"|253294194|160372515
107|117|147|203|203|203|"Moist"|253294194|160372516
0|0|0|5|13|15|"Moist"|253294189|160372493
51|56|97|107|117|147|"Moist"|253294189|160372494
5|13|15|51|56|97|"Moist"|253294189|160372495
107|117|147|203|203|203|"Moist"|253294189|160372496
0|0|0|5|13|15|"Moist"|253294193|160372509
5|13|15|51|56|97|"Moist"|253294193|160372510
51|56|97|107|117|147|"Moist"|253294193|160372511
107|117|147|203|203|203|"Moist"|253294193|160372512
5|13|15|51|56|97|"Moist"|253294197|160372525
107|117|147|203|203|203|"Moist"|253294197|160372526
0|0|0|5|13|15|"Moist"|253294197|160372527
51|56|97|107|117|147|"Moist"|253294197|160372528
0|0|0|5|13|15|"Moist"|253294196|160372521
5|13|15|51|56|97|"Moist"|253294196|160372522
51|56|97|107|117|147|"Moist"|253294196|160372523
107|117|147|203|203|203|"Moist"|253294196|160372524
0|0|0|5|13|15|"Moist"|253294192|160372508
107|117|147|203|203|203|"Moist"|253294192|160372507
5|13|15|51|56|97|"Moist"|253294192|160372506
51|56|97|107|117|147|"Moist"|253294192|160372505
5|13|15|51|56|97|"Moist"|253294186|160372481
51|56|97|107|117|147|"Moist"|253294186|160372482
107|117|147|203|203|203|"Moist"|253294186|160372483
0|0|0|5|13|15|"Moist"|253294186|160372484
0|0|0|8|30|45|"Moist"|253287754|160367823
8|30|45|203|203|203|"Moist"|253287754|160367824
0|0|0|8|30|45|"Moist"|253287755|160367825
8|30|45|203|203|203|"Moist"|253287755|160367826
0|0|0|8|30|45|"Moist"|253287756|160367827
8|30|45|203|203|203|"Moist"|253287756|160367828
0|0|0|8|30|45|"Moist"|253287757|160367829
8|30|45|203|203|203|"Moist"|253287757|160367830
0|0|0|8|30|45|"Moist"|253287758|160367831
8|30|45|203|203|203|"Moist"|253287758|160367832
8|30|45|203|203|203|"Moist"|253287759|160367833
0|0|0|8|30|45|"Moist"|253287759|160367834
8|30|45|203|203|203|"Moist"|253287760|160367835
0|0|0|8|30|45|"Moist"|253287760|160367836
0|0|0|8|30|45|"Moist"|253287761|160367837
8|30|45|203|203|203|"Moist"|253287761|160367838
0|0|0|8|30|45|"Moist"|253287762|160367839
8|30|45|203|203|203|"Moist"|253287762|160367840
0|0|0|8|30|45|"Moist"|253287763|160367841
8|30|45|203|203|203|"Moist"|253287763|160367842
0|0|0|8|30|45|"Moist"|253287764|160367843
8|30|45|203|203|203|"Moist"|253287764|160367844
0|0|0|8|30|45|"Moist"|253287765|160367845
8|30|45|203|203|203|"Moist"|253287765|160367846
0|0|0|13|23|31|"Moist"|253292102|160370634
13|23|31|191|203|230|"Moist"|253292102|160370635
0|0|0|13|23|31|"Moist"|253292101|160370632
13|23|31|191|203|230|"Moist"|253292101|160370633
13|23|31|191|203|230|"Moist"|253292105|160370641
0|0|0|13|23|31|"Moist"|253292105|160370640
0|0|0|13|23|31|"Moist"|253292098|160370626
13|23|31|191|203|230|"Moist"|253292098|160370627
0|0|0|13|23|31|"Moist"|253292106|160370642
13|23|31|191|203|230|"Moist"|253292106|160370643
0|0|0|13|23|31|"Moist"|253292104|160370638
13|23|31|191|203|230|"Moist"|253292104|160370639
13|23|31|191|203|230|"Moist"|253292103|160370636
0|0|0|13|23|31|"Moist"|253292103|160370637
0|0|0|13|23|31|"Dry"|253292099|160370628
13|23|31|191|203|230|"Moist"|253292099|160370629
13|23|31|191|203|230|"Moist"|253292109|160370648
0|0|0|13|23|31|"Moist"|253292109|160370649
0|0|0|13|23|31|"Moist"|253292108|160370646
13|23|31|191|203|230|"Moist"|253292108|160370647
0|0|0|13|23|31|"Moist"|253292107|160370644
13|23|31|191|203|230|"Moist"|253292107|160370645
0|0|0|13|23|31|"Moist"|253292100|160370630
13|23|31|191|203|230|"Moist"|253292100|160370631
51|99|102|203|203|203|"Moist"|253293884|160372028
41|76|96|51|99|102|"Moist"|253293884|160372029
8|15|25|41|76|96|"Moist"|253293884|160372030
0|0|0|8|15|25|"Moist"|253293884|160372031
41|76|96|51|99|102|"Moist"|253293881|160372016
0|0|0|8|15|25|"Moist"|253293881|160372017
8|15|25|41|76|96|"Moist"|253293881|160372018
51|99|102|203|203|203|"Moist"|253293881|160372019
51|99|102|203|203|203|"Moist"|253293879|160372008
0|0|0|8|15|25|"Moist"|253293879|160372009
8|15|25|41|76|96|"Moist"|253293879|160372010
41|76|96|51|99|102|"Moist"|253293879|160372011
0|0|0|8|15|25|"Moist"|253293876|160371996
41|76|96|51|99|102|"Moist"|253293876|160371997
8|15|25|41|76|96|"Moist"|253293876|160371998
51|99|102|203|203|203|"Moist"|253293876|160371999
41|76|96|51|99|102|"Moist"|253293877|160372003
0|0|0|8|15|25|"Moist"|253293877|160372002
51|99|102|203|203|203|"Moist"|253293877|160372001
8|15|25|41|76|96|"Moist"|253293877|160372000
51|99|102|203|203|203|"Moist"|253293875|160371992
41|76|96|51|99|102|"Moist"|253293875|160371993
0|0|0|8|15|25|"Moist"|253293875|160371994
8|15|25|41|76|96|"Moist"|253293875|160371995
0|0|0|8|15|25|"Moist"|253293874|160371988
41|76|96|51|99|102|"Moist"|253293874|160371989
8|15|25|41|76|96|"Moist"|253293874|160371990
51|99|102|203|203|203|"Moist"|253293874|160371991
51|99|102|203|203|203|"Moist"|253293880|160372012
0|0|0|8|15|25|"Moist"|253293880|160372013
8|15|25|41|76|96|"Moist"|253293880|160372014
41|76|96|51|99|102|"Moist"|253293880|160372015
41|76|96|51|99|102|"Moist"|253293885|160372035
0|0|0|8|15|25|"Moist"|253293885|160372034
51|99|102|203|203|203|"Moist"|253293885|160372033
8|15|25|41|76|96|"Moist"|253293885|160372032
0|0|0|8|15|25|"Moist"|253293882|160372020
8|15|25|41|76|96|"Moist"|253293882|160372021
41|76|96|51|99|102|"Moist"|253293882|160372022
51|99|102|203|203|203|"Moist"|253293882|160372023
41|76|96|51|99|102|"Moist"|253293878|160372004
51|99|102|203|203|203|"Moist"|253293878|160372005
8|15|25|41|76|96|"Moist"|253293878|160372006
0|0|0|8|15|25|"Moist"|253293878|160372007
41|76|96|51|99|102|"Moist"|253293883|160372024
51|99|102|203|203|203|"Moist"|253293883|160372025
0|0|0|8|15|25|"Moist"|253293883|160372026
8|15|25|41|76|96|"Moist"|253293883|160372027
0|0|0|8|8|12|"Moist"|253289563|160369349
8|8|12|41|49|49|"Moist"|253289563|160369350
0|0|0|8|8|12|"Moist"|253289557|160369337
8|8|12|41|49|49|"Moist"|253289557|160369338
0|0|0|8|8|12|"Moist"|253289558|160369339
8|8|12|41|49|49|"Moist"|253289558|160369340
0|0|0|8|8|12|"Moist"|253289559|160369341
8|8|12|41|49|49|"Moist"|253289559|160369342
8|8|12|41|49|49|"Moist"|253289556|160369336
0|0|0|8|8|12|"Moist"|253289556|160369335
0|0|0|8|8|12|"Dry"|253289555|160369334
8|8|12|41|49|49|"Moist"|253289555|160369333
0|0|0|8|8|12|"Moist"|253289561|160369345
8|8|12|41|49|49|"Moist"|253289561|160369346
0|0|0|8|8|12|"Dry"|253289562|160369348
8|8|12|41|49|49|"Moist"|253289562|160369347
0|0|0|8|8|12|"Dry"|253289565|160369354
8|8|12|41|49|49|"Moist"|253289565|160369353
0|0|0|8|8|12|"Moist"|253289564|160369351
8|8|12|41|49|49|"Moist"|253289564|160369352
0|0|0|8|8|12|"Moist"|253289554|160369331
8|8|12|41|49|49|"Moist"|253289554|160369332
0|0|0|8|8|12|"Moist"|253289560|160369343
8|8|12|41|49|49|"Moist"|253289560|160369344
0|0|0|10|15|15|"Moist"|253289566|160369355
10|15|15|59|76|97|"Moist"|253289566|160369356
0|0|0|10|15|15|"Moist"|253289576|160369375
10|15|15|59|76|97|"Moist"|253289576|160369376
0|0|0|10|15|15|"Moist"|253289575|160369373
10|15|15|59|76|97|"Moist"|253289575|160369374
10|15|15|59|76|97|"Moist"|253289573|160369370
0|0|0|10|15|15|"Moist"|253289573|160369369
10|15|15|59|76|97|"Moist"|253289567|160369357
0|0|0|10|15|15|"Moist"|253289567|160369358
0|0|0|10|15|15|"Moist"|253289572|160369367
10|15|15|59|76|97|"Moist"|253289572|160369368
0|0|0|10|15|15|"Dry"|253289569|160369362
10|15|15|59|76|97|"Moist"|253289569|160369361
0|0|0|10|15|15|"Dry"|253289571|160369366
10|15|15|59|76|97|"Moist"|253289571|160369365
0|0|0|10|15|15|"Moist"|253289568|160369359
10|15|15|59|76|97|"Moist"|253289568|160369360
0|0|0|10|15|15|"Moist"|253289574|160369371
10|15|15|59|76|97|"Moist"|253289574|160369372
0|0|0|10|15|15|"Moist"|253289577|160369377
10|15|15|59|76|97|"Moist"|253289577|160369378
0|0|0|10|15|15|"Moist"|253289570|160369363
10|15|15|59|76|97|"Moist"|253289570|160369364
0|0|0|100|122|130|"Moist"|253294882|160372955
100|122|130|203|203|203|"Wet"|253294882|160372956
0|0|0|100|122|130|"Moist"|253294883|160372957
100|122|130|203|203|203|"Wet"|253294883|160372958
0|0|0|100|122|130|"Moist"|253294884|160372960
100|122|130|203|203|203|"Wet"|253294884|160372959
100|122|130|203|203|203|"Moist"|253294893|160372978
0|0|0|100|122|130|"Moist"|253294893|160372977
0|0|0|100|122|130|"Moist"|253294892|160372975
100|122|130|203|203|203|"Moist"|253294892|160372976
0|0|0|100|122|130|"Moist"|253294890|160372971
100|122|130|203|203|203|"Moist"|253294890|160372972
0|0|0|100|122|130|"Moist"|253294891|160372973
100|122|130|203|203|203|"Moist"|253294891|160372974
100|122|130|203|203|203|"Moist"|253294889|160372969
0|0|0|100|122|130|"Moist"|253294889|160372970
0|0|0|100|122|130|"Moist"|253294888|160372967
100|122|130|203|203|203|"Moist"|253294888|160372968
0|0|0|100|122|130|"Moist"|253294887|160372965
100|122|130|203|203|203|"Moist"|253294887|160372966
100|122|130|203|203|203|"Moist"|253294885|160372961
0|0|0|100|122|130|"Moist"|253294885|160372962
100|122|130|203|203|203|"Moist"|253294886|160372963
0|0|0|100|122|130|"Moist"|253294886|160372964
0|0|0|30|33|76|"Moist"|253294897|160372990
46|86|122|203|203|203|"Moist"|253294897|160372988
30|33|76|46|86|122|"Wet"|253294897|160372989
46|86|122|203|203|203|"Moist"|253294895|160372982
0|0|0|30|33|76|"Moist"|253294895|160372984
30|33|76|46|86|122|"Wet"|253294895|160372983
0|0|0|30|33|76|"Moist"|253294896|160372985
46|86|122|203|203|203|"Moist"|253294896|160372987
30|33|76|46|86|122|"Wet"|253294896|160372986
0|0|0|30|33|76|"Moist"|253294894|160372979
46|86|122|203|203|203|"Moist"|253294894|160372981
30|33|76|46|86|122|"Wet"|253294894|160372980
46|86|122|203|203|203|"Moist"|253294905|160373014
0|0|0|30|33|76|"Moist"|253294905|160373013
30|33|76|46|86|122|"Moist"|253294905|160373012
0|0|0|30|33|76|"Moist"|253294904|160373009
46|86|122|203|203|203|"Moist"|253294904|160373010
30|33|76|46|86|122|"Moist"|253294904|160373011
30|33|76|46|86|122|"Moist"|253294903|160373006
46|86|122|203|203|203|"Moist"|253294903|160373007
0|0|0|30|33|76|"Moist"|253294903|160373008
30|33|76|46|86|122|"Moist"|253294901|160373000
0|0|0|30|33|76|"Moist"|253294901|160373001
46|86|122|203|203|203|"Moist"|253294901|160373002
30|33|76|46|86|122|"Moist"|253294902|160373003
0|0|0|30|33|76|"Moist"|253294902|160373004
46|86|122|203|203|203|"Moist"|253294902|160373005
0|0|0|30|33|76|"Moist"|253294899|160372994
30|33|76|46|86|122|"Moist"|253294899|160372995
46|86|122|203|203|203|"Moist"|253294899|160372996
46|86|122|203|203|203|"Moist"|253294900|160372997
0|0|0|30|33|76|"Moist"|253294900|160372998
30|33|76|46|86|122|"Moist"|253294900|160372999
0|0|0|30|33|76|"Moist"|253294898|160372991
46|86|122|203|203|203|"Moist"|253294898|160372992
30|33|76|46|86|122|"Moist"|253294898|160372993
0|0|0|76|92|107|"Moist"|253294906|160373015
76|92|107|183|183|183|"Wet"|253294906|160373016
0|0|0|76|92|107|"Moist"|253294911|160373025
76|92|107|183|183|183|"Wet"|253294911|160373026
0|0|0|76|92|107|"Moist"|253294909|160373021
76|92|107|183|183|183|"Wet"|253294909|160373022
0|0|0|76|92|107|"Moist"|253294910|160373023
76|92|107|183|183|183|"Wet"|253294910|160373024
0|0|0|76|92|107|"Moist"|253294907|160373017
76|92|107|183|183|183|"Wet"|253294907|160373018
0|0|0|76|92|107|"Moist"|253294908|160373019
76|92|107|183|183|183|"Wet"|253294908|160373020
0|0|0|76|92|107|"Moist"|253294917|160373037
76|92|107|183|183|183|"Moist"|253294917|160373038
0|0|0|76|92|107|"Moist"|253294916|160373035
76|92|107|183|183|183|"Moist"|253294916|160373036
0|0|0|76|92|107|"Moist"|253294915|160373033
76|92|107|183|183|183|"Moist"|253294915|160373034
0|0|0|76|92|107|"Moist"|253294914|160373031
76|92|107|183|183|183|"Moist"|253294914|160373032
0|0|0|76|92|107|"Moist"|253294912|160373027
76|92|107|183|183|183|"Moist"|253294912|160373028
0|0|0|76|92|107|"Moist"|253294913|160373029
76|92|107|183|183|183|"Moist"|253294913|160373030
185|185|185|203|203|203|"Moist"|253294926|160373063
0|0|0|128|153|183|"Moist"|253294926|160373064
128|153|183|185|185|185|"Wet"|253294926|160373065
185|185|185|203|203|203|"Moist"|253294920|160373045
0|0|0|128|153|183|"Moist"|253294920|160373047
128|153|183|185|185|185|"Wet"|253294920|160373046
185|185|185|203|203|203|"Moist"|253294929|160373073
0|0|0|128|153|183|"Moist"|253294929|160373074
128|153|183|185|185|185|"Wet"|253294929|160373072
0|0|0|128|153|183|"Moist"|253294927|160373067
185|185|185|203|203|203|"Moist"|253294927|160373068
128|153|183|185|185|185|"Wet"|253294927|160373066
185|185|185|203|203|203|"Moist"|253294924|160373057
128|153|183|185|185|185|"Moist"|253294924|160373058
0|0|0|128|153|183|"Moist"|253294924|160373059
0|0|0|128|153|183|"Moist"|253294925|160373060
128|153|183|185|185|185|"Moist"|253294925|160373061
185|185|185|203|203|203|"Moist"|253294925|160373062
0|0|0|128|153|183|"Moist"|253294923|160373054
128|153|183|185|185|185|"Moist"|253294923|160373055
185|185|185|203|203|203|"Moist"|253294923|160373056
128|153|183|185|185|185|"Moist"|253294918|160373039
185|185|185|203|203|203|"Moist"|253294918|160373040
0|0|0|128|153|183|"Moist"|253294918|160373041
185|185|185|203|203|203|"Moist"|253294922|160373051
0|0|0|128|153|183|"Moist"|253294922|160373053
128|153|183|185|185|185|"Wet"|253294922|160373052
128|153|183|185|185|185|"Moist"|253294921|160373048
0|0|0|128|153|183|"Moist"|253294921|160373049
185|185|185|203|203|203|"Moist"|253294921|160373050
0|0|0|128|153|183|"Moist"|253294928|160373070
185|185|185|203|203|203|"Moist"|253294928|160373071
128|153|183|185|185|185|"Wet"|253294928|160373069
185|185|185|203|203|203|"Moist"|253294919|160373042
0|0|0|128|153|183|"Moist"|253294919|160373043
128|153|183|185|185|185|"Wet"|253294919|160373044
0|0|0|5|5|23|"Moist"|253288010|160368035
5|5|23|10|10|38|"Moist"|253288010|160368036
10|10|38|20|58|58|"Moist"|253288010|160368037
20|58|58|102|104|152|"Moist"|253288010|160368038
102|104|152|203|203|203|"Moist"|253288010|160368039
20|58|58|102|104|152|"Moist"|253288009|160368030
102|104|152|203|203|203|"Moist"|253288009|160368031
0|0|0|5|5|23|"Moist"|253288009|160368032
5|5|23|10|10|38|"Moist"|253288009|160368033
10|10|38|20|58|58|"Moist"|253288009|160368034
5|5|23|10|10|38|"Moist"|253288013|160368050
10|10|38|20|58|58|"Moist"|253288013|160368051
0|0|0|5|5|23|"Moist"|253288013|160368052
20|58|58|102|104|152|"Moist"|253288013|160368053
102|104|152|203|203|203|"Moist"|253288013|160368054
0|0|0|5|5|23|"Moist"|253288006|160368015
5|5|23|10|10|38|"Moist"|253288006|160368016
10|10|38|20|58|58|"Moist"|253288006|160368017
20|58|58|102|104|152|"Moist"|253288006|160368018
102|104|152|203|203|203|"Moist"|253288006|160368019
20|58|58|102|104|152|"Moist"|253288014|160368055
102|104|152|203|203|203|"Moist"|253288014|160368056
0|0|0|5|5|23|"Moist"|253288014|160368057
5|5|23|10|10|38|"Moist"|253288014|160368058
10|10|38|20|58|58|"Moist"|253288014|160368059
0|0|0|5|5|23|"Moist"|253288012|160368045
5|5|23|10|10|38|"Moist"|253288012|160368046
10|10|38|20|58|58|"Moist"|253288012|160368047
20|58|58|102|104|152|"Moist"|253288012|160368048
102|104|152|203|203|203|"Moist"|253288012|160368049
20|58|58|102|104|152|"Moist"|253288011|160368040
102|104|152|203|203|203|"Moist"|253288011|160368041
0|0|0|5|5|23|"Moist"|253288011|160368042
5|5|23|10|10|38|"Moist"|253288011|160368043
10|10|38|20|58|58|"Moist"|253288011|160368044
0|0|0|5|5|23|"Moist"|253288007|160368020
5|5|23|10|10|38|"Moist"|253288007|160368021
10|10|38|20|58|58|"Moist"|253288007|160368022
20|58|58|102|104|152|"Moist"|253288007|160368023
102|104|152|203|203|203|"Moist"|253288007|160368024
5|5|23|10|10|38|"Moist"|253288017|160368070
10|10|38|20|58|58|"Moist"|253288017|160368071
20|58|58|102|104|152|"Moist"|253288017|160368072
102|104|152|203|203|203|"Moist"|253288017|160368073
0|0|0|5|5|23|"Moist"|253288017|160368074
5|5|23|10|10|38|"Moist"|253288016|160368065
10|10|38|20|58|58|"Moist"|253288016|160368066
0|0|0|5|5|23|"Moist"|253288016|160368067
20|58|58|102|104|152|"Moist"|253288016|160368068
102|104|152|203|203|203|"Moist"|253288016|160368069
102|104|152|203|203|203|"Moist"|253288015|160368064
20|58|58|102|104|152|"Moist"|253288015|160368063
10|10|38|20|58|58|"Moist"|253288015|160368062
5|5|23|10|10|38|"Moist"|253288015|160368061
0|0|0|5|5|23|"Moist"|253288015|160368060
102|104|152|203|203|203|"Moist"|253288008|160368029
20|58|58|102|104|152|"Moist"|253288008|160368028
0|0|0|5|5|23|"Moist"|253288008|160368027
10|10|38|20|58|58|"Moist"|253288008|160368026
5|5|23|10|10|38|"Moist"|253288008|160368025
0|0|0|13|23|31|"Moist"|253293134|160371256
13|23|31|191|203|230|"Moist"|253293134|160371257
0|0|0|13|23|31|"Moist"|253293133|160371254
13|23|31|191|203|230|"Moist"|253293133|160371255
0|0|0|13|23|31|"Moist"|253293130|160371248
13|23|31|191|203|230|"Moist"|253293130|160371249
0|0|0|13|23|31|"Moist"|253293137|160371262
13|23|31|191|203|230|"Moist"|253293137|160371263
0|0|0|13|23|31|"Moist"|253293138|160371264
13|23|31|191|203|230|"Moist"|253293138|160371265
0|0|0|13|23|31|"Moist"|253293136|160371260
13|23|31|191|203|230|"Moist"|253293136|160371261
13|23|31|191|203|230|"Moist"|253293135|160371258
0|0|0|13|23|31|"Moist"|253293135|160371259
0|0|0|13|23|31|"Dry"|253293131|160371250
13|23|31|191|203|230|"Moist"|253293131|160371251
13|23|31|191|203|230|"Moist"|253293141|160371270
0|0|0|13|23|31|"Moist"|253293141|160371271
0|0|0|13|23|31|"Moist"|253293140|160371268
13|23|31|191|203|230|"Moist"|253293140|160371269
0|0|0|13|23|31|"Moist"|253293139|160371266
13|23|31|191|203|230|"Moist"|253293139|160371267
0|0|0|13|23|31|"Moist"|253293132|160371252
13|23|31|191|203|230|"Moist"|253293132|160371253
0|0|0|92|97|142|"Moist"|253294010|160372196
92|97|142|203|203|203|"Wet"|253294010|160372197
0|0|0|92|97|142|"Moist"|253294011|160372198
92|97|142|203|203|203|"Wet"|253294011|160372199
0|0|0|92|97|142|"Moist"|253294013|160372202
92|97|142|203|203|203|"Wet"|253294013|160372203
0|0|0|92|97|142|"Moist"|253294012|160372200
92|97|142|203|203|203|"Wet"|253294012|160372201
0|0|0|92|97|142|"Moist"|253294014|160372205
