"fragvol_l"|"fragvol_r"|"fragvol_h"|"fragkind"|"fragsize_l"|"fragsize_r"|"fragsize_h"|"fragshp"|"fraground"|"fraghard"|"chkey"|"chfragskey"
0|1|1|""|75|162|250|""|""|""|72051544|124167811
0|13|26|""|2|4|5|""|""|""|72052020|124168542
4|15|26|""|5|40|75|""|""|""|72052020|124168543
0|2|3|""|75|162|250|""|""|""|72052020|124168544
0|2|3|""|5|40|75|""|""|""|72052021|124168545
0|3|6|""|2|4|5|""|""|""|72052021|124168546
0|1|1|""|75|162|250|""|""|""|72052021|124168547
0|3|6|""|2|4|5|""|""|""|72052022|124168548
0|1|1|""|75|162|250|""|""|""|72052022|124168549
0|2|3|""|5|40|75|""|""|""|72052022|124168550
0|1|1|""|75|162|250|""|""|""|72052023|124168551
0|3|6|""|2|4|5|""|""|""|72052023|124168552
0|2|3|""|5|40|75|""|""|""|72052023|124168553
0|3|6|""|2|4|5|""|""|""|72051548|124167821
0|1|1|""|75|162|250|""|""|""|72051548|124167822
0|2|3|""|5|40|75|""|""|""|72051548|124167823
0|1|1|""|75|162|250|""|""|""|72051549|124167824
0|4|7|""|2|4|5|""|""|""|72051549|124167825
0|2|3|""|5|40|75|""|""|""|72051549|124167826
0|3|6|""|2|4|5|""|""|""|72051550|124167827
0|1|1|""|75|162|250|""|""|""|72051550|124167828
0|2|3|""|5|40|75|""|""|""|72051550|124167829
0|2|3|""|2|4|5|""|""|""|72051585|124167879
0|2|3|""|2|4|5|""|""|""|72051586|124167880
0|2|3|""|2|4|5|""|""|""|72051587|124167881
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052004|124168516
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052006|124168518
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052003|124168515
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052005|124168517
0|1|1|""|5|40|75|""|""|""|72052024|124168554
0|1|2|""|2|4|5|""|""|""|72052024|124168555
0|2|3|""|2|4|5|""|""|""|72052026|124168558
0|1|1|""|5|40|75|""|""|""|72052026|124168559
0|2|3|""|2|4|5|""|""|""|72052025|124168556
0|1|1|""|5|40|75|""|""|""|72052025|124168557
0|0|11|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052035|124168566
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052034|124168564
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052034|124168565
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052033|124168562
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052033|124168563
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052032|124168560
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052032|124168561
0|0|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052036|124168567
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052040|124168574
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052040|124168575
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052038|124168570
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052038|124168571
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052042|124168577
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052041|124168576
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052039|124168572
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052039|124168573
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052037|124168568
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052037|124168569
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051558|124167846
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051558|124167847
0|3|6|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051560|124167850
0|3|6|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051560|124167851
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051559|124167848
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051559|124167849
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051561|124167852
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051561|124167853
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052282|124169019
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052282|124169020
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052280|124169015
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052280|124169016
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052281|124169017
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052281|124169018
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052283|124169021
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052283|124169022
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052287|124169025
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052286|124169023
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052286|124169024
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052288|124169026
0|2|3|""|2|4|5|""|""|""|72051822|124168220
0|2|3|""|2|4|5|""|""|""|72051823|124168221
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051637|124167953
0|0|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051637|124167954
0|0|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051637|124167955
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051636|124167950
0|0|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051636|124167951
0|0|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051636|124167952
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051641|124167956
0|4|5|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051641|124167957
0|1|2|"Ironstone nodules"|20|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051641|124167958
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051761|124168151
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051762|124168152
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051764|124168154
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051763|124168153
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051768|124168155
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051768|124168156
0|1|1|""|5|40|75|""|""|""|72051840|124168243
0|2|3|""|2|4|5|""|""|""|72051840|124168244
0|1|1|""|5|40|75|""|""|""|72051841|124168245
0|2|3|""|2|4|5|""|""|""|72051841|124168246
0|2|3|""|2|4|5|""|""|""|72051842|124168247
0|1|1|""|5|40|75|""|""|""|72051842|124168248
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051530|124167797
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051531|124167798
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051532|124167799
0|2|3|""|75|162|250|""|""|""|72051843|124168249
0|2|3|""|2|4|5|""|""|""|72051843|124168250
0|1|1|""|5|40|75|""|""|""|72051843|124168251
0|2|3|""|2|4|5|""|""|""|72051844|124168252
0|1|1|""|5|40|75|""|""|""|72051844|124168253
0|1|1|""|75|162|250|""|""|""|72051844|124168254
0|2|3|""|2|4|5|""|""|""|72051845|124168255
0|2|3|""|75|162|250|""|""|""|72051845|124168256
0|1|1|""|5|40|75|""|""|""|72051845|124168257
0|2|3|""|2|4|5|""|""|""|72052043|124168578
0|2|3|""|75|162|250|""|""|""|72052043|124168579
0|1|1|""|5|40|75|""|""|""|72052043|124168580
0|2|3|""|75|162|250|""|""|""|72052045|124168584
0|2|3|""|2|4|5|""|""|""|72052045|124168585
0|1|1|""|5|40|75|""|""|""|72052045|124168586
0|1|1|""|75|162|250|""|""|""|72052044|124168581
0|2|3|""|2|4|5|""|""|""|72052044|124168582
0|1|1|""|5|40|75|""|""|""|72052044|124168583
0|2|3|""|2|4|5|""|""|""|72051435|124167664
0|2|3|""|5|40|75|""|""|""|72051435|124167665
0|2|3|""|2|4|5|""|""|""|72051436|124167666
0|2|3|""|5|40|75|""|""|""|72051436|124167667
0|5|9|""|2|4|5|""|""|""|72051437|124167668
0|3|6|""|5|40|75|""|""|""|72051437|124167669
0|1|2|""|75|162|250|""|""|""|72051437|124167670
0|1|1|""|250|625|1000|""|""|""|72051437|124167671
0|7|13|""|2|4|5|""|""|""|72051434|124167662
0|2|3|""|5|40|75|""|""|""|72051434|124167663
0|7|14|""|2|4|5|""|""|""|72051439|124167676
0|3|6|""|5|40|75|""|""|""|72051439|124167677
0|2|4|""|75|162|250|""|""|""|72051439|124167678
0|6|12|""|2|4|5|""|""|""|72051440|124167679
0|6|12|""|5|40|75|""|""|""|72051440|124167680
0|1|1|""|75|162|250|""|""|""|72051440|124167681
0|9|17|""|2|4|5|""|""|""|72051438|124167672
3|7|11|""|5|40|75|""|""|""|72051438|124167673
0|2|3|""|75|162|250|""|""|""|72051438|124167674
0|1|1|""|250|625|1000|""|""|""|72051438|124167675
0|2|4|""|75|162|250|""|""|""|72052047|124168591
0|3|6|""|5|40|75|""|""|""|72052047|124168592
0|7|14|""|2|4|5|""|""|""|72052047|124168593
0|9|17|""|2|4|5|""|""|""|72052049|124168597
0|1|1|""|75|162|250|""|""|""|72052049|124168598
0|9|17|""|5|40|75|""|""|""|72052049|124168599
0|2|3|""|5|40|75|""|""|""|72052048|124168594
0|2|4|""|75|162|250|""|""|""|72052048|124168595
0|3|6|""|2|4|5|""|""|""|72052048|124168596
0|1|1|""|250|625|1000|""|""|""|72052046|124168587
0|9|17|""|2|4|5|""|""|""|72052046|124168588
3|7|11|""|5|40|75|""|""|""|72052046|124168589
0|2|3|""|75|162|250|""|""|""|72052046|124168590
0|9|17|""|5|40|75|""|""|""|72051554|124167840
0|9|17|""|2|4|5|""|""|""|72051554|124167841
0|1|1|""|75|162|250|""|""|""|72051554|124167842
0|3|6|""|2|4|5|""|""|""|72051553|124167837
0|2|3|""|5|40|75|""|""|""|72051553|124167838
0|2|4|""|75|162|250|""|""|""|72051553|124167839
0|7|14|""|2|4|5|""|""|""|72051552|124167834
0|3|6|""|5|40|75|""|""|""|72051552|124167835
0|2|4|""|75|162|250|""|""|""|72051552|124167836
0|2|3|""|75|162|250|""|""|""|72051551|124167830
0|9|17|""|2|4|5|""|""|""|72051551|124167831
0|1|1|""|250|625|1000|""|""|""|72051551|124167832
3|7|11|""|5|40|75|""|""|""|72051551|124167833
0|2|3|""|5|40|75|""|""|""|72052091|124168690
0|5|9|""|2|4|5|""|""|""|72052091|124168691
0|1|1|""|250|625|1000|""|""|""|72052091|124168692
0|1|2|""|75|162|250|""|""|""|72052091|124168693
0|2|4|""|75|162|250|""|""|""|72052090|124168687
0|9|17|""|2|4|5|""|""|""|72052090|124168688
0|9|17|""|5|40|75|""|""|""|72052090|124168689
0|3|6|""|2|4|5|""|""|""|72052089|124168684
0|2|4|""|75|162|250|""|""|""|72052089|124168685
0|2|3|""|5|40|75|""|""|""|72052089|124168686
0|7|14|""|2|4|5|""|""|""|72052088|124168681
0|2|4|""|75|162|250|""|""|""|72052088|124168682
0|3|6|""|5|40|75|""|""|""|72052088|124168683
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72051770|124168157
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72051770|124168158
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72051771|124168159
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72051771|124168160
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72051772|124168161
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72051772|124168162
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72051774|124168165
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72051774|124168166
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72051773|124168163
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72051773|124168164
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051526|124167789
0|3|5|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051526|124167790
0|6|9|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051528|124167793
0|3|5|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051528|124167794
0|6|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051527|124167791
0|3|5|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051527|124167792
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051524|124167785
0|4|5|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051524|124167786
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051525|124167787
0|3|5|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051525|124167788
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051529|124167795
0|5|9|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051529|124167796
0|2|3|""|2|4|5|""|""|""|72051692|124168050
0|1|2|""|5|40|75|""|""|""|72051692|124168051
0|1|2|""|5|40|75|""|""|""|72051694|124168054
0|2|3|""|2|4|5|""|""|""|72051694|124168055
0|1|2|""|5|40|75|""|""|""|72051691|124168048
0|2|3|""|2|4|5|""|""|""|72051691|124168049
0|1|2|""|5|40|75|""|""|""|72051693|124168052
0|2|3|""|2|4|5|""|""|""|72051693|124168053
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051699|124168056
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051699|124168057
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051704|124168058
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051704|124168059
0|2|3|""|5|40|75|""|""|""|72051706|124168062
0|2|3|""|2|4|5|""|""|""|72051706|124168063
0|2|3|""|2|4|5|""|""|""|72051708|124168066
0|2|3|""|5|40|75|""|""|""|72051708|124168067
0|2|3|""|2|4|5|""|""|""|72051705|124168060
0|2|3|""|5|40|75|""|""|""|72051705|124168061
0|2|3|""|5|40|75|""|""|""|72051707|124168064
0|2|3|""|2|4|5|""|""|""|72051707|124168065
0|1|2|""|5|40|75|""|""|""|72051709|124168068
0|2|3|""|2|4|5|""|""|""|72051709|124168069
0|2|3|""|2|4|5|""|""|""|72051710|124168070
0|1|2|""|5|40|75|""|""|""|72051710|124168071
0|1|2|""|5|40|75|""|""|""|72051712|124168074
0|2|3|""|2|4|5|""|""|""|72051712|124168075
0|2|3|""|2|4|5|""|""|""|72051711|124168072
0|1|2|""|5|40|75|""|""|""|72051711|124168073
0|2|3|""|2|4|5|""|""|""|72051714|124168078
0|2|3|""|5|40|75|""|""|""|72051714|124168079
0|5|9|""|2|4|5|""|""|""|72051715|124168080
0|1|2|""|75|162|250|""|""|""|72051715|124168081
0|1|1|""|250|625|1000|""|""|""|72051715|124168082
0|3|6|""|5|40|75|""|""|""|72051715|124168083
0|2|3|""|5|40|75|""|""|""|72051716|124168084
0|2|3|""|2|4|5|""|""|""|72051716|124168085
0|2|3|""|5|40|75|""|""|""|72051713|124168076
0|7|13|""|2|4|5|""|""|""|72051713|124168077
0|1|2|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051466|124167697
0|1|2|"Ironstone nodules"|5|10|20|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051467|124167698
0|2|3|""|2|4|5|""|""|""|72052092|124168694
0|1|2|""|2|4|5|""|""|""|72052093|124168695
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052095|124168698
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052095|124168699
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052094|124168696
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052094|124168697
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052096|124168700
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052096|124168701
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052097|124168702
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052097|124168703
0|2|3|""|2|4|5|""|""|""|72051720|124168095
0|1|2|""|2|4|5|""|""|""|72051721|124168096
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051723|124168099
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051723|124168100
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051724|124168101
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051724|124168102
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051722|124168097
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051722|124168098
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051725|124168103
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051725|124168104
0|3|6|""|75|162|250|""|""|""|72052053|124168604
0|2|3|""|5|40|75|""|""|""|72052053|124168605
0|5|9|""|2|4|5|""|""|""|72052053|124168606
0|2|3|""|250|625|1000|""|""|""|72052053|124168607
0|1|1|""|5|40|75|""|""|""|72052054|124168608
0|3|6|""|75|162|250|""|""|""|72052054|124168609
0|5|9|""|2|4|5|""|""|""|72052054|124168610
0|5|9|""|2|4|5|""|""|""|72052052|124168600
0|2|3|""|250|625|1000|""|""|""|72052052|124168601
0|3|6|""|75|162|250|""|""|""|72052052|124168602
0|2|3|""|5|40|75|""|""|""|72052052|124168603
0|3|6|""|75|162|250|""|""|""|72052055|124168611
0|1|1|""|5|40|75|""|""|""|72052055|124168612
0|5|9|""|2|4|5|""|""|""|72052055|124168613
0|1|1|""|5|40|75|""|""|""|72052099|124168706
0|1|1|""|2|4|5|""|""|""|72052099|124168707
0|1|1|""|2|4|5|""|""|""|72052098|124168704
0|1|1|""|5|40|75|""|""|""|72052098|124168705
0|5|9|""|5|40|75|""|""|""|72052056|124168614
0|6|11|""|2|4|5|""|""|""|72052056|124168615
0|2|3|""|5|40|75|""|""|""|72052059|124168618
0|3|6|""|2|4|5|""|""|""|72052059|124168619
0|1|1|""|75|162|250|""|""|""|72052059|124168620
0|3|6|""|2|4|5|""|""|""|72052058|124168617
0|6|11|""|2|4|5|""|""|""|72052057|124168616
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052063|124168627
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052063|124168628
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052064|124168629
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052064|124168630
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052066|124168633
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052066|124168634
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052061|124168623
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052061|124168624
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052062|124168625
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052062|124168626
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052060|124168621
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052060|124168622
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052065|124168631
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72052065|124168632
0|2|3|""|2|4|5|""|""|""|72051877|124168304
0|2|3|""|2|4|5|""|""|""|72051876|124168303
0|1|1|""|2|4|5|""|""|""|72051878|124168305
0|1|1|""|5|40|75|""|""|""|72051878|124168306
0|2|3|""|5|40|75|""|""|""|72051875|124168301
0|2|3|""|2|4|5|""|""|""|72051875|124168302
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051881|124168311
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051881|124168312
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051880|124168309
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051880|124168310
0|7|13|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051879|124168307
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051879|124168308
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051882|124168313
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051882|124168314
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051832|124168234
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051832|124168235
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051827|124168224
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051827|124168225
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051829|124168228
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051829|124168229
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051830|124168230
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051830|124168231
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051826|124168222
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051826|124168223
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051831|124168232
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051831|124168233
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051828|124168226
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72051828|124168227
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051834|124168238
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051836|124168240
0|0|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051833|124168236
0|0|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72051833|124168237
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72051835|124168239
0|5|9|""|2|4|5|""|""|""|72051839|124168241
0|1|1|""|5|40|75|""|""|""|72051839|124168242
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052215|124168902
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052216|124168903
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052213|124168898
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72052213|124168899
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72052214|124168900
